x,y
0.001960581482710177,0.0017002105532795012
0.0012936375107764821,0.0007796718067592774
0.0011540265177303391,0.0010716335073844645
0.0008843530074465152,0.00115667683469613
0.000503397887991999,0.00014873734909466495
0.0004719428542493752,0.0005150941768385082
0.00027414832393670194,2.549809333289956e-09
0.0007989658865181454,0.0008103634412717969
0.0006938813093321303,0.0007155648197401558
0.0008747225835012822,0.0009923006984237561
0.0007870910995627614,0.0008036585955428817
0.0005461484248700716,0.0006523534055648991
0.0007494916912194048,0.0007173050191061264
0.0007785598654689966,0.000830134992446312
0.0008079136381517823,0.0008912271377944997
0.001079777430138301,0.0012845800622919763
0.0007052276414358746,0.0008409694676272738
0.0006504533767470509,0.00044309583308158973
0.0006874722762307532,0.0007631890941854799
0.000530090973175018,0.0006156967318367763
0.000602274163878283,0.0006736867052104977
0.0007130452495624819,0.0007550940230427458
0.0005575216515666827,0.0006377482577672005
0.00047799741139318376,0.00047414432566569923
0.0005466958506147285,0.0006079409053361563
0.00023526847441765903,0.0002859559997011986
0.000452726637095975,0.0005203897282703122
0.0003708646572342628,0.00018863369106274667
0.0003868151787513745,0.00041866298654795036
0.00045521264608889384,0.00046506122168058655
0.0004569199131521274,0.00033204605258056004
0.00043362730188590745,0.00047209373241393135
0.0004719299877865315,0.0005174071246346709
0.0006407259272549511,0.0008113429663560781
0.00041661002116967044,0.00028078885944049546
0.00037438087021144853,0.0004231464071109843
0.000490793922484854,0.0005419361840444407
0.00035967225855321417,0.00041855756776263076
0.0003789342819728121,0.0003647172188156604
0.0003599515270218309,0.000349359421309635
0.0003697743285356922,0.0004142727660288317
0.0002683356579008127,0.00014023922329708558
0.0003537655336322209,0.0003394758634919499
0.00037950427917545567,0.00041721332690699143
0.00035053513349622386,0.0004001594653388998
0.0003677392473196391,0.0003595643546441397
0.00032652668669512464,0.00032217360385399765
0.000520042954788484,0.0005359809828799351
0.0003627976516965846,0.0004182703782818034
0.00019900330294719338,7.32888820724442e-05
0.000363236438130309,0.00038079066626684773
0.0003324133587903021,0.0003558796744509043
0.0003571383709204397,0.0003783302986755246
0.0003429539433523726,0.00031766912983558095
0.0003189717071514564,0.00037416532924872424
0.00032421053007916867,0.0003653894019414981
0.0003206384288957018,0.0003376492812724624
0.0003170147827365496,0.00022902232941431926
0.00026732202153648154,0.00012018526219350386
0.00032067511228716094,0.00037002546982539496
0.0002526387285374163,0.00025189395798875733
0.00022870383648369182,0.0002147975255486589
0.00028208821887772584,0.00021535829168280103
0.0001915998473364685,0.00020830343448509684
0.0002803973388331457,0.0003178829237247182
0.00028316734104720054,0.00032909574445703064
0.00025816304967948226,0.00018383136003403692
0.000243603535217822,0.0002528756989046192
0.00024445914030450005,0.00029673235602611816
0.00030894463429423954,0.0003099369152757286
0.0002267464974114699,0.0002915395737721195
0.00027143190221630924,0.00028915042956948226
0.00021709810210638938,7.24236789572647e-05
0.00028061420933720273,0.00030939811636721286
0.0002559669731464161,0.00027759024050480436
0.00024931831386094537,0.0002682912704849825
0.0002788969362247953,0.00027983119070340513
0.0002585738690762759,0.0002548104610460349
0.0002915950350646466,5.3693091787436236e-05
0.00029535204937118116,0.0003321583958908955
0.00017792571944927262,0.00015522728509103514
0.0002366019097703565,0.00026639625394470897
0.00024145533335585438,0.00028463372964752514
0.000250160954214472,0.0002958610871496044
0.00023739987693823032,0.0002176640959609498
0.00025514124886840165,0.0002912282019983773
0.0002525998686783769,0.0002706715827074779
0.0002741799762669383,0.0002890292896221828
0.0002837146271708469,0.0003003045352642077
0.0002622981028098129,0.0002534171272914553
0.00022094432292800488,0.00025704548365261586
0.00021499212983633957,0.00023004378114758705
0.0002318706534666141,0.00026641183167689514
0.0002291993529785222,0.0002270945384596882
0.00022061324462865477,0.0002362380659542541
0.0002317464289322594,0.0002657587626406298
0.00020525172236497398,0.00021277831985066066
0.00020507142756393,0.0002252644924156804
0.0002442786448927327,0.0002772544516878444
0.0002425646205517334,0.00015651311917368844
0.00021908711264690653,0.00023418645376932452
0.0003248136148096449,0.0004405732845321757
0.00019275999540279223,0.00021684951578798738
0.0002270969228787954,0.00026444861011924085
0.00022791883599902716,0.0002648713089732497
0.00025094608582286855,0.0002820426164567064
0.000206692134327123,0.00017631846037726912
0.00021357466422284026,0.00023262197117013226
0.00018925857938710688,0.00022089977356748794
0.0001958772004969847,0.00023910515504199255
0.00014534964186441144,0.00011367915390299313
0.00020018825794242479,0.00022612379396940617
9.059617837254183e-05,0.00010739888045049833
0.0002014939171218953,0.00020618523815614946
0.00018275009934431584,0.00022055070813024047
0.00022800550951371703,0.0002496954237505969
0.00020587635021122248,0.00022949168032892312
0.00020347796568481405,0.00021344980568073667
0.0001901469180633381,0.00018041757688237094
0.0001904126400647879,0.00018429731223425393
0.0001243731853047233,3.0161553460706906e-05
0.00017817178016126756,0.00018765631493132266
0.000198136071254059,0.00021108973819144035
0.00019930281105303295,0.0002118584495314289
0.00018562813457766384,0.00020687118506449096
0.0002018076758488647,0.00020770528178335493
0.0002076552427491038,0.0002077008489110184
0.00018583722634397988,0.0001958360303966244
0.0002115316456891138,0.00021403515381285008
0.0001837512130707053,0.00017689486331774713
0.00019672522623514533,0.0002046590943170565
0.00022448327662129403,0.00025138720468653036
0.00019390596205401257,0.00021907983605086974
0.00018156349164502632,0.00022221943059135983
0.00019980729584429674,0.00023037144181402796
0.00022085413749094767,0.00031146483451069645
0.00019613223029996463,0.00020798432364040558
0.00019373090181089894,0.00021350446865022504
0.0002469317910759373,0.0002791421403601518
0.00017967724677870912,0.0002033717223311266
0.00018461092416573088,0.0001986240723229265
8.619360414653256e-05,9.37404336274437e-05
0.0001936979244808314,0.0002061120489612546
0.00019499150480663523,0.00019208594061833242
0.000200995972973014,0.00018696689157196816
8.270743749471926e-05,2.822168017095068e-05
0.00014857218712606134,0.0001612343337733127
8.523640249282091e-05,4.441683044083198e-05
0.00016841542928073313,0.00019120167351356843
0.00021685471980746726,0.00023864750389787962
0.00018602125548080502,0.00021410974483565255
0.00016947725275117385,0.0001883112776894435
0.0001970340982295453,0.00026840775924267846
0.0001641852719379976,0.0001947517911598817
0.00017207443589929664,0.000187188428635194
0.00017750063355547144,0.00019359088511394123
0.00020085458717455544,0.00024899308619599883
0.00017969055566351686,0.00019107132216666367
0.0001816119577373362,0.00021789000222611904
0.00019396395318755207,0.00020880356830218106
0.00017657053967952394,0.00020188004646305412
0.0001695533181065532,0.00017609232834382666
0.00017147441416180437,0.00015717843355890767
0.0001700138827417873,0.00017690436435018254
0.00018356300147690966,0.00020828561131635168
0.0001615745716260114,0.00018629604708593042
0.00015786331410005828,0.00015379292683494672
0.00015840481402770582,0.0003591630600504426
0.00016020341016968545,0.00017905515419930858
0.0001534663712300509,0.00016341992493804425
0.00014380604957768618,0.0001616984099407703
0.00015030095252740466,0.00016683320341816024
0.00017083220275974996,0.00019562089968868564
0.0001375345103742065,0.00015580543306739064
0.00014965026667924664,0.0001816459072183628
0.00015528621212120548,0.00018532189495145226
9.551992859176105e-05,0.0001377733111477815
0.00016560852811287622,0.0001878632376850499
0.00015959078902115932,0.00018279341164008673
0.00016530335152986929,0.0001658690578096787
0.00016273404629387796,0.0001944369081139791
0.00010399409417594243,1.1218750597356566e-05
0.00021418311402961955,0.00025326644884560243
0.00016837372335594633,0.00018419564205409195
0.00014191127853170968,0.00014051559951228828
0.00014317192697474538,0.00015891687264851732
0.00016890966436588844,0.00016387880544699155
0.00012271528145258164,0.0001306261195880632
9.293476661298846e-05,2.9908602490708063e-05
0.00015122174995292706,0.00016878783058081606
0.00012363823289262594,0.00014181729126735873
0.000141880814480155,0.00016105275737771175
0.00013874071183476766,0.00014717366498420348
0.0001341479180485721,0.00013647659820298613
0.00015486813438134368,0.0001720586611320887
0.00013176056961667083,0.00015379063229887366
0.00012782190512735075,0.00013013310357823794
0.00013281173783991884,0.0001561737497764174
0.00014467589901673492,0.0001659334770238538
0.0001335237620088817,0.0001298689084952504
0.00015670829704400498,0.0001841444292608687
0.0001342954991061109,0.0001459371141486464
0.0001497647290060703,0.00016827431129997443
0.0001254226824867598,0.0001412222702991784
0.00012050618651930201,0.00011660052913676236
0.00010300869485026377,0.00013527302621819202
0.00013569430647378955,0.00015219296737766435
0.00011215252553845003,0.00012606001446061586
0.0001432780396083631,0.00015154218121954478
0.00013572280931073522,0.00015932037478061202
